report_id,object_type,object_id,object_name,enterprise_id,mine_id,stage,report_type_code,report_type_name,is_annual,material_items,upload_rule,enabled,updated_at
report_line_010_national_condition_survey_report,production_line,line_010,锂盐中试生产线,ent_003,mine_005,项目实施阶段,national_condition_survey_report,国情调查报告,True,"[{""material_code"": ""national_condition_survey_report_01"", ""material_name"": ""国情调查报告"", ""required"": true}]",按年度上传,True,2026-09-25T00:00:00+08:00
report_line_011_safety_three_simultaneous,production_line,line_011,氯化钾试生产线,ent_003,mine_005,项目准入阶段,safety_three_simultaneous,安全生产三同时,False,"[{""material_code"": ""safety_three_simultaneous_01"", ""material_name"": ""安全设施设计报告"", ""required"": true}, {""material_code"": ""safety_three_simultaneous_02"", ""material_name"": ""安全设施验收意见"", ""required"": true}, {""material_code"": ""safety_three_simultaneous_03"", ""material_name"": ""安全设施报告评审意见"", ""required"": true}, {""material_code"": ""safety_three_simultaneous_04"", ""material_name"": ""安全设施报告批复"", ""required"": true}, {""material_code"": ""safety_three_simultaneous_05"", ""material_name"": ""安全预评报告"", ""required"": true}, {""material_code"": ""safety_three_simultaneous_06"", ""material_name"": ""安全预评报告评审意见"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_011_pollution_permit,production_line,line_011,氯化钾试生产线,ent_003,mine_005,项目准入阶段,pollution_permit,排污许可,False,"[{""material_code"": ""pollution_permit_01"", ""material_name"": ""排污许可证"", ""required"": true}, {""material_code"": ""pollution_permit_02"", ""material_name"": ""排污登记表、登记回执"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_011_environment_three_simultaneous,production_line,line_011,氯化钾试生产线,ent_003,mine_005,项目准入阶段,environment_three_simultaneous,环境保护三同时,False,"[{""material_code"": ""environment_three_simultaneous_01"", ""material_name"": ""环评报告表"", ""required"": true}, {""material_code"": ""environment_three_simultaneous_02"", ""material_name"": ""环评验收意见"", ""required"": true}, {""material_code"": ""environment_three_simultaneous_03"", ""material_name"": ""环评批复"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_011_ecological_restoration_plan,production_line,line_011,氯化钾试生产线,ent_003,mine_005,项目准入阶段,ecological_restoration_plan,生态修复方案,False,"[{""material_code"": ""ecological_restoration_plan_01"", ""material_name"": ""生态修复方案报告"", ""required"": true}, {""material_code"": ""ecological_restoration_plan_02"", ""material_name"": ""专家评审意见"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_011_soil_water_conservation,production_line,line_011,氯化钾试生产线,ent_003,mine_005,项目准入阶段,soil_water_conservation,水土保持方案,False,"[{""material_code"": ""soil_water_conservation_01"", ""material_name"": ""水土保持方案报告"", ""required"": true}, {""material_code"": ""soil_water_conservation_02"", ""material_name"": ""水土保持设施验收报告"", ""required"": true}, {""material_code"": ""soil_water_conservation_03"", ""material_name"": ""水土保持方案批复"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_011_energy_saving,production_line,line_011,氯化钾试生产线,ent_003,mine_005,项目准入阶段,energy_saving,节能减排方案,False,"[{""material_code"": ""energy_saving_01"", ""material_name"": ""节能报告"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_011_forest_grass_occupation,production_line,line_011,氯化钾试生产线,ent_003,mine_005,项目准入阶段,forest_grass_occupation,林草占用手续,False,"[{""material_code"": ""forest_grass_occupation_01"", ""material_name"": ""占用审批文件"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_011_brine_monitoring_annual_report,production_line,line_011,氯化钾试生产线,ent_003,mine_005,项目实施阶段,brine_monitoring_annual_report,卤水监测年报,True,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""material_name"": ""卤水监测年报"", ""required"": true}]",按年度上传,True,2026-09-25T00:00:00+08:00
report_line_011_annual_development_utilization_report,production_line,line_011,氯化钾试生产线,ent_003,mine_005,项目实施阶段,annual_development_utilization_report,年度开发利用报告,True,"[{""material_code"": ""annual_development_utilization_report_01"", ""material_name"": ""年度开发利用报告"", ""required"": true}]",按年度上传,True,2026-09-25T00:00:00+08:00
report_line_011_national_condition_survey_report,production_line,line_011,氯化钾试生产线,ent_003,mine_005,项目实施阶段,national_condition_survey_report,国情调查报告,True,"[{""material_code"": ""national_condition_survey_report_01"", ""material_name"": ""国情调查报告"", ""required"": true}]",按年度上传,True,2026-09-25T00:00:00+08:00
report_line_012_safety_three_simultaneous,production_line,line_012,硼砂生产线,ent_003,mine_006,项目准入阶段,safety_three_simultaneous,安全生产三同时,False,"[{""material_code"": ""safety_three_simultaneous_01"", ""material_name"": ""安全设施设计报告"", ""required"": true}, {""material_code"": ""safety_three_simultaneous_02"", ""material_name"": ""安全设施验收意见"", ""required"": true}, {""material_code"": ""safety_three_simultaneous_03"", ""material_name"": ""安全设施报告评审意见"", ""required"": true}, {""material_code"": ""safety_three_simultaneous_04"", ""material_name"": ""安全设施报告批复"", ""required"": true}, {""material_code"": ""safety_three_simultaneous_05"", ""material_name"": ""安全预评报告"", ""required"": true}, {""material_code"": ""safety_three_simultaneous_06"", ""material_name"": ""安全预评报告评审意见"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_012_pollution_permit,production_line,line_012,硼砂生产线,ent_003,mine_006,项目准入阶段,pollution_permit,排污许可,False,"[{""material_code"": ""pollution_permit_01"", ""material_name"": ""排污许可证"", ""required"": true}, {""material_code"": ""pollution_permit_02"", ""material_name"": ""排污登记表、登记回执"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_012_environment_three_simultaneous,production_line,line_012,硼砂生产线,ent_003,mine_006,项目准入阶段,environment_three_simultaneous,环境保护三同时,False,"[{""material_code"": ""environment_three_simultaneous_01"", ""material_name"": ""环评报告表"", ""required"": true}, {""material_code"": ""environment_three_simultaneous_02"", ""material_name"": ""环评验收意见"", ""required"": true}, {""material_code"": ""environment_three_simultaneous_03"", ""material_name"": ""环评批复"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_012_ecological_restoration_plan,production_line,line_012,硼砂生产线,ent_003,mine_006,项目准入阶段,ecological_restoration_plan,生态修复方案,False,"[{""material_code"": ""ecological_restoration_plan_01"", ""material_name"": ""生态修复方案报告"", ""required"": true}, {""material_code"": ""ecological_restoration_plan_02"", ""material_name"": ""专家评审意见"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_012_soil_water_conservation,production_line,line_012,硼砂生产线,ent_003,mine_006,项目准入阶段,soil_water_conservation,水土保持方案,False,"[{""material_code"": ""soil_water_conservation_01"", ""material_name"": ""水土保持方案报告"", ""required"": true}, {""material_code"": ""soil_water_conservation_02"", ""material_name"": ""水土保持设施验收报告"", ""required"": true}, {""material_code"": ""soil_water_conservation_03"", ""material_name"": ""水土保持方案批复"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_012_energy_saving,production_line,line_012,硼砂生产线,ent_003,mine_006,项目准入阶段,energy_saving,节能减排方案,False,"[{""material_code"": ""energy_saving_01"", ""material_name"": ""节能报告"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_012_forest_grass_occupation,production_line,line_012,硼砂生产线,ent_003,mine_006,项目准入阶段,forest_grass_occupation,林草占用手续,False,"[{""material_code"": ""forest_grass_occupation_01"", ""material_name"": ""占用审批文件"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_012_brine_monitoring_annual_report,production_line,line_012,硼砂生产线,ent_003,mine_006,项目实施阶段,brine_monitoring_annual_report,卤水监测年报,True,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""material_name"": ""卤水监测年报"", ""required"": true}]",按年度上传,True,2026-09-25T00:00:00+08:00
report_line_012_annual_development_utilization_report,production_line,line_012,硼砂生产线,ent_003,mine_006,项目实施阶段,annual_development_utilization_report,年度开发利用报告,True,"[{""material_code"": ""annual_development_utilization_report_01"", ""material_name"": ""年度开发利用报告"", ""required"": true}]",按年度上传,True,2026-09-25T00:00:00+08:00
report_line_012_national_condition_survey_report,production_line,line_012,硼砂生产线,ent_003,mine_006,项目实施阶段,national_condition_survey_report,国情调查报告,True,"[{""material_code"": ""national_condition_survey_report_01"", ""material_name"": ""国情调查报告"", ""required"": true}]",按年度上传,True,2026-09-25T00:00:00+08:00
report_line_013_safety_three_simultaneous,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,项目准入阶段,safety_three_simultaneous,安全生产三同时,False,"[{""material_code"": ""safety_three_simultaneous_01"", ""material_name"": ""安全设施设计报告"", ""required"": true}, {""material_code"": ""safety_three_simultaneous_02"", ""material_name"": ""安全设施验收意见"", ""required"": true}, {""material_code"": ""safety_three_simultaneous_03"", ""material_name"": ""安全设施报告评审意见"", ""required"": true}, {""material_code"": ""safety_three_simultaneous_04"", ""material_name"": ""安全设施报告批复"", ""required"": true}, {""material_code"": ""safety_three_simultaneous_05"", ""material_name"": ""安全预评报告"", ""required"": true}, {""material_code"": ""safety_three_simultaneous_06"", ""material_name"": ""安全预评报告评审意见"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_013_pollution_permit,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,项目准入阶段,pollution_permit,排污许可,False,"[{""material_code"": ""pollution_permit_01"", ""material_name"": ""排污许可证"", ""required"": true}, {""material_code"": ""pollution_permit_02"", ""material_name"": ""排污登记表、登记回执"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_013_environment_three_simultaneous,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,项目准入阶段,environment_three_simultaneous,环境保护三同时,False,"[{""material_code"": ""environment_three_simultaneous_01"", ""material_name"": ""环评报告表"", ""required"": true}, {""material_code"": ""environment_three_simultaneous_02"", ""material_name"": ""环评验收意见"", ""required"": true}, {""material_code"": ""environment_three_simultaneous_03"", ""material_name"": ""环评批复"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_013_ecological_restoration_plan,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,项目准入阶段,ecological_restoration_plan,生态修复方案,False,"[{""material_code"": ""ecological_restoration_plan_01"", ""material_name"": ""生态修复方案报告"", ""required"": true}, {""material_code"": ""ecological_restoration_plan_02"", ""material_name"": ""专家评审意见"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_013_soil_water_conservation,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,项目准入阶段,soil_water_conservation,水土保持方案,False,"[{""material_code"": ""soil_water_conservation_01"", ""material_name"": ""水土保持方案报告"", ""required"": true}, {""material_code"": ""soil_water_conservation_02"", ""material_name"": ""水土保持设施验收报告"", ""required"": true}, {""material_code"": ""soil_water_conservation_03"", ""material_name"": ""水土保持方案批复"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_013_energy_saving,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,项目准入阶段,energy_saving,节能减排方案,False,"[{""material_code"": ""energy_saving_01"", ""material_name"": ""节能报告"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_013_forest_grass_occupation,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,项目准入阶段,forest_grass_occupation,林草占用手续,False,"[{""material_code"": ""forest_grass_occupation_01"", ""material_name"": ""占用审批文件"", ""required"": true}]",按业务发生/资料更新时上传,True,2026-09-25T00:00:00+08:00
report_line_013_brine_monitoring_annual_report,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,项目实施阶段,brine_monitoring_annual_report,卤水监测年报,True,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""material_name"": ""卤水监测年报"", ""required"": true}]",按年度上传,True,2026-09-25T00:00:00+08:00
report_line_013_annual_development_utilization_report,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,项目实施阶段,annual_development_utilization_report,年度开发利用报告,True,"[{""material_code"": ""annual_development_utilization_report_01"", ""material_name"": ""年度开发利用报告"", ""required"": true}]",按年度上传,True,2026-09-25T00:00:00+08:00
report_line_013_national_condition_survey_report,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,项目实施阶段,national_condition_survey_report,国情调查报告,True,"[{""material_code"": ""national_condition_survey_report_01"", ""material_name"": ""国情调查报告"", ""required"": true}]",按年度上传,True,2026-09-25T00:00:00+08:00
